"Candidate_ID";"Job_ID";"Recruitment_Source";"Department";"Job_Role";"Location";"Education_Level";"Experience_Level";"Recruiter";"Application_Date";"Screening_Date";"Interview_Date";"Offer_Date";"Hire_Date";"Candidate_Status";"Rejection_Reason";"Offered_Salary_EUR";"Hiring_Cost_EUR";"Time_to_Screen_Days";"Time_to_Interview_Days";"Time_to_Offer_Days";"Time_to_Hire_Days";"Application_to_Screen_Days";"Screen_to_Interview_Days";"Interview_to_Offer_Days";"Offer_to_Hire_Days";"Calculated_Time_to_Hire_Days";"Reached_Screening";"Reached_Interview";"Received_Offer";"Hired_Flag"
"C01961";"J026";"LinkedIn";"Human Resources";"Recruitment Specialist";"Remote";"Master";"5-7 years";"Michael Wagner";"2024-10-25";"";"";"";"";"Rejected at Application";"Not Eligible";63500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01962";"J030";"Job Board";"Technology";"Data Analyst";"Berlin";"Bachelor";"2-4 years";"Anna Schmidt";"2025-12-18";"";"";"";"";"Rejected at Application";"Insufficient Experience";65500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01963";"J005";"LinkedIn";"Operations";"Supply Chain Specialist";"Munich";"Bachelor";"0-1 years";"David Müller";"2025-09-12";"";"";"";"";"Rejected at Application";"Incomplete Application";45500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01964";"J025";"LinkedIn";"Human Resources";"HR Analyst";"Berlin";"High School";"5-7 years";"David Müller";"2024-07-16";"2024-07-26";"2024-08-04";"";"";"Rejected After Interview";"Failed Interview";47000.0;0.0;"10";"19";"";"";10;9;0;0;0;1;1;0;0
"C01965";"J025";"Company Website";"Technology";"Data Analyst";"Remote";"Master";"2-4 years";"Daniel Weber";"2025-02-14";"";"";"";"";"Rejected at Application";"Insufficient Experience";82500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01966";"J023";"LinkedIn";"Operations";"Supply Chain Specialist";"Karlsruhe";"Master";"5-7 years";"Anna Schmidt";"2024-07-08";"";"";"";"";"Rejected at Application";"Insufficient Experience";47500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01967";"J012";"Employee Referral";"Operations";"Operations Analyst";"Berlin";"PhD";"5-7 years";"David Müller";"2025-03-22";"";"";"";"";"Rejected at Application";"No Response";57500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01968";"J015";"LinkedIn";"Technology";"Data Analyst";"Frankfurt";"Bachelor";"2-4 years";"David Müller";"2026-01-06";"";"";"";"";"Rejected at Application";"Not Eligible";57000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01969";"J026";"Indeed";"Sales";"Business Development Representative";"Berlin";"Master";"5-7 years";"Laura Becker";"2025-08-14";"";"";"";"";"Rejected at Application";"Not Eligible";41000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01970";"J005";"LinkedIn";"Operations";"Operations Analyst";"Stuttgart";"Bachelor";"5-7 years";"Maria Keller";"2025-05-01";"";"";"";"";"Rejected at Application";"Incomplete Application";66500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01971";"J025";"Indeed";"Marketing";"Marketing Coordinator";"Berlin";"Bachelor";"5-7 years";"Thomas Fischer";"2024-10-08";"";"";"";"";"Rejected at Application";"Not Eligible";45500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01972";"J028";"LinkedIn";"Human Resources";"HR Analyst";"Hamburg";"PhD";"5-7 years";"David Müller";"2024-08-22";"";"";"";"";"Rejected at Application";"Position Filled";61000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01973";"J021";"Indeed";"Finance";"Finance Officer";"Berlin";"High School";"5-7 years";"Laura Becker";"2025-07-25";"";"";"";"";"Rejected at Application";"Position Filled";67000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01974";"J011";"LinkedIn";"Customer Support";"Support Team Lead";"Karlsruhe";"Bachelor";"5-7 years";"Daniel Weber";"2024-05-23";"";"";"";"";"Rejected at Application";"Insufficient Experience";34000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01975";"J017";"University/Career Fair";"Operations";"Operations Analyst";"Stuttgart";"Bachelor";"8-10 years";"Michael Wagner";"2026-03-21";"";"";"";"";"Rejected at Application";"Insufficient Experience";58000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01976";"J002";"Employee Referral";"Technology";"BI Analyst";"Berlin";"Master";"5-7 years";"David Müller";"2025-12-22";"2025-12-29";"2026-01-03";"2026-01-05";"";"Offer Declined";"Candidate Withdrew";51000.0;0.0;"7";"12";"14";"";7;5;2;0;0;1;1;1;0
"C01977";"J028";"LinkedIn";"Marketing";"Marketing Coordinator";"Berlin";"Master";"10+ years";"Anna Schmidt";"2025-11-28";"";"";"";"";"Rejected at Application";"Position Filled";57500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01978";"J011";"LinkedIn";"Technology";"Data Analyst";"Remote";"Master";"10+ years";"Laura Becker";"2024-07-04";"";"";"";"";"Rejected at Application";"Incomplete Application";53500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01979";"J002";"LinkedIn";"Marketing";"Marketing Coordinator";"Munich";"Bachelor";"2-4 years";"Laura Becker";"2024-11-09";"";"";"";"";"Rejected at Application";"Position Filled";69500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01980";"J024";"LinkedIn";"Sales";"Account Executive";"Karlsruhe";"Bachelor";"8-10 years";"Sophie Hoffmann";"2025-03-23";"";"";"";"";"Rejected at Application";"Incomplete Application";43000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01981";"J020";"Company Website";"Customer Support";"Support Team Lead";"Berlin";"Bachelor";"2-4 years";"Laura Becker";"2026-01-21";"";"";"";"";"Rejected at Application";"Incomplete Application";38500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01982";"J019";"Indeed";"Customer Support";"Customer Support Specialist";"Berlin";"PhD";"10+ years";"Daniel Weber";"2024-06-22";"2024-06-27";"";"";"";"Rejected After Screening";"Not Eligible";54000.0;0.0;"5";"";"";"";5;0;0;0;0;1;0;0;0
"C01983";"J002";"Social Media";"Finance";"Finance Officer";"Frankfurt";"Master";"10+ years";"Laura Becker";"2026-01-29";"";"";"";"";"Rejected at Application";"Position Filled";48500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01984";"J023";"Recruitment Agency";"Marketing";"Marketing Coordinator";"Berlin";"Bachelor";"2-4 years";"Daniel Weber";"2024-12-08";"2024-12-14";"2024-12-27";"2024-12-30";"";"Offer Declined";"Salary Expectations";41000.0;0.0;"6";"19";"22";"";6;13;3;0;0;1;1;1;0
"C01985";"J020";"LinkedIn";"Finance";"Accountant";"Pforzheim";"Bachelor";"2-4 years";"Laura Becker";"2026-03-15";"2026-03-18";"2026-03-28";"";"";"Rejected After Interview";"Skills Mismatch";50000.0;0.0;"3";"13";"";"";3;10;0;0;0;1;1;0;0
"C01986";"J024";"LinkedIn";"Sales";"Sales Executive";"Karlsruhe";"Bachelor";"5-7 years";"Daniel Weber";"2024-03-17";"";"";"";"";"Rejected at Application";"No Response";66500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01987";"J025";"LinkedIn";"Sales";"Account Executive";"Stuttgart";"Master";"2-4 years";"David Müller";"2025-11-11";"2025-11-18";"2025-12-02";"";"";"Rejected After Interview";"Skills Mismatch";56000.0;0.0;"7";"21";"";"";7;14;0;0;0;1;1;0;0
"C01988";"J007";"LinkedIn";"Technology";"BI Analyst";"Pforzheim";"Bachelor";"5-7 years";"Michael Wagner";"2024-01-10";"2024-01-12";"";"";"";"Rejected After Screening";"Salary Expectations";58500.0;0.0;"2";"";"";"";2;0;0;0;0;1;0;0;0
"C01989";"J007";"Company Website";"Technology";"BI Analyst";"Berlin";"Master";"2-4 years";"Michael Wagner";"2024-10-30";"2024-11-06";"2024-11-16";"2024-11-20";"2024-11-30";"Hired";"";63500.0;2519.0;"7";"17";"21";"31";7;10;4;10;31;1;1;1;1
"C01990";"J028";"LinkedIn";"Technology";"Software Developer";"Karlsruhe";"Bachelor";"5-7 years";"Anna Schmidt";"2025-06-09";"";"";"";"";"Rejected at Application";"Incomplete Application";53000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01991";"J016";"LinkedIn";"Technology";"IT Support Specialist";"Remote";"High School";"2-4 years";"Thomas Fischer";"2025-11-19";"";"";"";"";"Rejected at Application";"Position Filled";60500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01992";"J014";"LinkedIn";"Finance";"Accountant";"Karlsruhe";"Master";"8-10 years";"Michael Wagner";"2025-06-03";"";"";"";"";"Rejected at Application";"No Response";56000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01993";"J009";"Employee Referral";"Customer Support";"Customer Success Associate";"Berlin";"Master";"5-7 years";"Thomas Fischer";"2024-11-21";"";"";"";"";"Rejected at Application";"Incomplete Application";41500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01994";"J020";"LinkedIn";"Operations";"Supply Chain Specialist";"Frankfurt";"Bachelor";"5-7 years";"Anna Schmidt";"2024-06-22";"";"";"";"";"Rejected at Application";"Position Filled";67000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01995";"J023";"Social Media";"Marketing";"Marketing Coordinator";"Karlsruhe";"Master";"8-10 years";"Laura Becker";"2024-11-22";"2024-11-26";"2024-12-01";"2024-12-03";"2024-12-10";"Hired";"";50500.0;3676.0;"4";"9";"11";"18";4;5;2;7;18;1;1;1;1
"C01996";"J001";"Indeed";"Marketing";"Digital Marketing Specialist";"Frankfurt";"Master";"8-10 years";"Michael Wagner";"2024-06-28";"";"";"";"";"Rejected at Application";"Incomplete Application";44500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01997";"J017";"Indeed";"Sales";"Sales Executive";"Remote";"Master";"5-7 years";"Michael Wagner";"2024-02-06";"2024-02-16";"";"";"";"Rejected After Screening";"Salary Expectations";59500.0;0.0;"10";"";"";"";10;0;0;0;0;1;0;0;0
"C01998";"J030";"Company Website";"Human Resources";"HR Coordinator";"Remote";"Master";"2-4 years";"Maria Keller";"2025-12-06";"";"";"";"";"Rejected at Application";"Not Eligible";56000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C01999";"J009";"Company Website";"Customer Support";"Customer Success Associate";"Pforzheim";"Master";"2-4 years";"Laura Becker";"2026-06-18";"";"";"";"";"Rejected at Application";"No Response";45500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02000";"J009";"Indeed";"Sales";"Account Executive";"Frankfurt";"Bachelor";"5-7 years";"David Müller";"2025-02-11";"";"";"";"";"Rejected at Application";"Not Eligible";54500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02001";"J027";"Company Website";"Sales";"Business Development Representative";"Stuttgart";"Bachelor";"2-4 years";"David Müller";"2024-11-04";"";"";"";"";"Rejected at Application";"No Response";59000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02002";"J002";"Indeed";"Customer Support";"Customer Success Associate";"Munich";"Bachelor";"8-10 years";"Maria Keller";"2025-07-04";"";"";"";"";"Rejected at Application";"Incomplete Application";44000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02003";"J012";"Indeed";"Sales";"Business Development Representative";"Pforzheim";"Bachelor";"2-4 years";"Michael Wagner";"2024-01-02";"";"";"";"";"Rejected at Application";"No Response";44500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02004";"J014";"LinkedIn";"Operations";"Operations Coordinator";"Remote";"Master";"2-4 years";"David Müller";"2024-09-12";"2024-09-19";"2024-09-25";"2024-10-05";"2024-10-23";"Hired";"";41000.0;5080.0;"7";"13";"23";"41";7;6;10;18;41;1;1;1;1
"C02005";"J024";"Employee Referral";"Customer Support";"Support Team Lead";"Berlin";"Master";"5-7 years";"Anna Schmidt";"2025-02-18";"2025-02-25";"2025-03-08";"";"";"Rejected After Interview";"Salary Expectations";38500.0;0.0;"7";"18";"";"";7;11;0;0;0;1;1;0;0
"C02006";"J004";"Employee Referral";"Operations";"Operations Analyst";"Karlsruhe";"High School";"5-7 years";"Laura Becker";"2025-06-18";"2025-06-20";"";"";"";"Rejected After Screening";"Insufficient Experience";49500.0;0.0;"2";"";"";"";2;0;0;0;0;1;0;0;0
"C02007";"J014";"Employee Referral";"Marketing";"Marketing Coordinator";"Remote";"PhD";"2-4 years";"Sophie Hoffmann";"2024-09-27";"";"";"";"";"Rejected at Application";"Position Filled";40500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02008";"J005";"Job Board";"Technology";"Data Analyst";"Berlin";"PhD";"5-7 years";"Daniel Weber";"2025-01-16";"";"";"";"";"Rejected at Application";"Incomplete Application";60500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02009";"J024";"Company Website";"Technology";"IT Support Specialist";"Stuttgart";"Bachelor";"8-10 years";"Maria Keller";"2024-08-03";"";"";"";"";"Rejected at Application";"No Response";83500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02010";"J019";"Job Board";"Operations";"Operations Analyst";"Hamburg";"Bachelor";"2-4 years";"Sophie Hoffmann";"2024-09-07";"2024-09-14";"";"";"";"Rejected After Screening";"Insufficient Experience";56500.0;0.0;"7";"";"";"";7;0;0;0;0;1;0;0;0
"C02011";"J015";"Company Website";"Technology";"IT Support Specialist";"Frankfurt";"Bachelor";"8-10 years";"Daniel Weber";"2024-11-01";"2024-11-11";"2024-11-16";"";"";"Rejected After Interview";"Skills Mismatch";55000.0;0.0;"10";"15";"";"";10;5;0;0;0;1;1;0;0
"C02012";"J012";"Company Website";"Customer Support";"Support Team Lead";"Munich";"PhD";"5-7 years";"Maria Keller";"2025-05-19";"";"";"";"";"Rejected at Application";"Insufficient Experience";46000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02013";"J005";"Employee Referral";"Technology";"IT Support Specialist";"Karlsruhe";"Bachelor";"2-4 years";"Sophie Hoffmann";"2026-04-12";"2026-04-20";"";"";"";"Rejected After Screening";"Skills Mismatch";81500.0;0.0;"8";"";"";"";8;0;0;0;0;1;0;0;0
"C02014";"J028";"LinkedIn";"Sales";"Business Development Representative";"Karlsruhe";"Master";"8-10 years";"Laura Becker";"2024-03-04";"2024-03-13";"";"";"";"Rejected After Screening";"Skills Mismatch";68500.0;0.0;"9";"";"";"";9;0;0;0;0;1;0;0;0
"C02015";"J020";"LinkedIn";"Finance";"Accountant";"Stuttgart";"PhD";"8-10 years";"Michael Wagner";"2024-06-28";"";"";"";"";"Rejected at Application";"No Response";45000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02016";"J010";"Company Website";"Customer Support";"Customer Support Specialist";"Hamburg";"Master";"5-7 years";"Laura Becker";"2024-04-25";"2024-05-01";"";"";"";"Rejected After Screening";"Salary Expectations";41500.0;0.0;"6";"";"";"";6;0;0;0;0;1;0;0;0
"C02017";"J013";"LinkedIn";"Human Resources";"HR Coordinator";"Karlsruhe";"Master";"2-4 years";"Thomas Fischer";"2024-06-04";"";"";"";"";"Rejected at Application";"No Response";47500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02018";"J022";"LinkedIn";"Technology";"BI Analyst";"Munich";"Bachelor";"2-4 years";"Sophie Hoffmann";"2025-02-08";"2025-02-18";"2025-02-23";"";"";"Rejected After Interview";"Failed Interview";78000.0;0.0;"10";"15";"";"";10;5;0;0;0;1;1;0;0
"C02019";"J022";"Recruitment Agency";"Technology";"IT Support Specialist";"Remote";"Bachelor";"2-4 years";"Maria Keller";"2026-05-14";"";"";"";"";"Rejected at Application";"Not Eligible";63000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02020";"J014";"Company Website";"Operations";"Supply Chain Specialist";"Remote";"Bachelor";"5-7 years";"Maria Keller";"2024-10-07";"";"";"";"";"Rejected at Application";"No Response";60500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02021";"J010";"LinkedIn";"Customer Support";"Support Team Lead";"Hamburg";"Master";"5-7 years";"Thomas Fischer";"2025-10-08";"";"";"";"";"Rejected at Application";"Position Filled";49500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02022";"J020";"LinkedIn";"Customer Support";"Customer Success Associate";"Hamburg";"High School";"10+ years";"Daniel Weber";"2026-01-05";"";"";"";"";"Rejected at Application";"No Response";35500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02023";"J020";"Job Board";"Human Resources";"Recruitment Specialist";"Remote";"Bachelor";"2-4 years";"Michael Wagner";"2024-06-22";"";"";"";"";"Rejected at Application";"Not Eligible";43500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02024";"J018";"Job Board";"Operations";"Operations Coordinator";"Hamburg";"Master";"5-7 years";"David Müller";"2024-06-28";"";"";"";"";"Rejected at Application";"Insufficient Experience";46500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02025";"J003";"Employee Referral";"Technology";"BI Analyst";"Munich";"Bachelor";"5-7 years";"Michael Wagner";"2025-10-06";"";"";"";"";"Rejected at Application";"Not Eligible";65000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02026";"J015";"LinkedIn";"Operations";"Supply Chain Specialist";"Stuttgart";"Master";"5-7 years";"Maria Keller";"2024-05-02";"";"";"";"";"Rejected at Application";"Incomplete Application";51500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02027";"J019";"Indeed";"Sales";"Sales Executive";"Karlsruhe";"High School";"10+ years";"Anna Schmidt";"2026-01-19";"2026-01-28";"2026-02-09";"";"";"Rejected After Interview";"Salary Expectations";46000.0;0.0;"9";"21";"";"";9;12;0;0;0;1;1;0;0
"C02028";"J029";"Indeed";"Finance";"Financial Analyst";"Munich";"High School";"8-10 years";"Laura Becker";"2024-03-01";"";"";"";"";"Rejected at Application";"Not Eligible";69500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02029";"J016";"Recruitment Agency";"Sales";"Sales Executive";"Karlsruhe";"Bachelor";"0-1 years";"Laura Becker";"2025-06-19";"2025-06-28";"";"";"";"Rejected After Screening";"Insufficient Experience";42000.0;0.0;"9";"";"";"";9;0;0;0;0;1;0;0;0
"C02030";"J011";"Company Website";"Customer Support";"Customer Success Associate";"Pforzheim";"Master";"8-10 years";"Sophie Hoffmann";"2026-01-14";"2026-01-21";"2026-02-02";"";"";"Rejected After Interview";"Failed Interview";47500.0;0.0;"7";"19";"";"";7;12;0;0;0;1;1;0;0
"C02031";"J017";"Recruitment Agency";"Technology";"BI Analyst";"Stuttgart";"High School";"10+ years";"Thomas Fischer";"2026-05-08";"2026-05-11";"2026-05-24";"";"";"Rejected After Interview";"Salary Expectations";82500.0;0.0;"3";"16";"";"";3;13;0;0;0;1;1;0;0
"C02032";"J006";"Indeed";"Finance";"Financial Analyst";"Frankfurt";"Bachelor";"0-1 years";"Anna Schmidt";"2026-02-23";"2026-03-02";"2026-03-09";"";"";"Rejected After Interview";"Position Filled";70000.0;0.0;"7";"14";"";"";7;7;0;0;0;1;1;0;0
"C02033";"J003";"University/Career Fair";"Finance";"Finance Officer";"Pforzheim";"Master";"5-7 years";"David Müller";"2025-08-09";"";"";"";"";"Rejected at Application";"No Response";54000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02034";"J021";"Indeed";"Technology";"Data Analyst";"Karlsruhe";"Bachelor";"5-7 years";"Maria Keller";"2026-04-01";"2026-04-06";"2026-04-19";"";"";"Rejected After Interview";"Failed Interview";81000.0;0.0;"5";"18";"";"";5;13;0;0;0;1;1;0;0
"C02035";"J030";"Indeed";"Technology";"IT Support Specialist";"Frankfurt";"Bachelor";"5-7 years";"Sophie Hoffmann";"2025-04-12";"2025-04-18";"";"";"";"Rejected After Screening";"Salary Expectations";70000.0;0.0;"6";"";"";"";6;0;0;0;0;1;0;0;0
"C02036";"J026";"Company Website";"Sales";"Business Development Representative";"Karlsruhe";"Bachelor";"8-10 years";"Anna Schmidt";"2026-03-19";"";"";"";"";"Rejected at Application";"No Response";53500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02037";"J018";"Company Website";"Technology";"BI Analyst";"Munich";"Master";"8-10 years";"David Müller";"2026-06-21";"";"";"";"";"Rejected at Application";"Not Eligible";65500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02038";"J002";"Job Board";"Sales";"Business Development Representative";"Karlsruhe";"Master";"2-4 years";"David Müller";"2026-03-08";"";"";"";"";"Rejected at Application";"Incomplete Application";40500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02039";"J030";"Company Website";"Customer Support";"Customer Success Associate";"Berlin";"High School";"0-1 years";"Anna Schmidt";"2025-09-10";"";"";"";"";"Rejected at Application";"Incomplete Application";42000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02040";"J014";"Job Board";"Customer Support";"Support Team Lead";"Hamburg";"Master";"2-4 years";"David Müller";"2026-06-08";"";"";"";"";"Rejected at Application";"Insufficient Experience";50000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02041";"J009";"Indeed";"Sales";"Business Development Representative";"Stuttgart";"Bachelor";"8-10 years";"Sophie Hoffmann";"2026-06-30";"";"";"";"";"Rejected at Application";"Not Eligible";53000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02042";"J027";"Indeed";"Technology";"Data Analyst";"Hamburg";"Bachelor";"0-1 years";"David Müller";"2024-12-29";"";"";"";"";"Rejected at Application";"Incomplete Application";66000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02043";"J023";"Indeed";"Technology";"IT Support Specialist";"Hamburg";"Bachelor";"5-7 years";"Daniel Weber";"2024-09-29";"";"";"";"";"Rejected at Application";"Not Eligible";73000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02044";"J023";"LinkedIn";"Finance";"Finance Officer";"Remote";"Master";"5-7 years";"Maria Keller";"2025-08-23";"";"";"";"";"Rejected at Application";"Incomplete Application";50500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02045";"J009";"University/Career Fair";"Customer Support";"Customer Support Specialist";"Hamburg";"Master";"2-4 years";"Laura Becker";"2025-03-16";"2025-03-18";"";"";"";"Rejected After Screening";"Salary Expectations";36500.0;0.0;"2";"";"";"";2;0;0;0;0;1;0;0;0
"C02046";"J030";"LinkedIn";"Customer Support";"Support Team Lead";"Frankfurt";"Bachelor";"2-4 years";"Thomas Fischer";"2024-02-08";"";"";"";"";"Rejected at Application";"Not Eligible";43500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02047";"J014";"Indeed";"Human Resources";"HR Analyst";"Stuttgart";"Bachelor";"8-10 years";"Michael Wagner";"2024-10-07";"2024-10-12";"2024-10-25";"2024-10-31";"2024-11-19";"Hired";"";50000.0;4835.0;"5";"18";"24";"43";5;13;6;19;43;1;1;1;1
"C02048";"J016";"Indeed";"Human Resources";"Recruitment Specialist";"Stuttgart";"Master";"2-4 years";"David Müller";"2026-02-28";"";"";"";"";"Rejected at Application";"Incomplete Application";60000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02049";"J023";"Recruitment Agency";"Operations";"Supply Chain Specialist";"Karlsruhe";"Bachelor";"5-7 years";"Sophie Hoffmann";"2026-03-26";"";"";"";"";"Rejected at Application";"Incomplete Application";63500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02050";"J020";"Job Board";"Finance";"Finance Officer";"Munich";"Bachelor";"2-4 years";"David Müller";"2024-05-12";"";"";"";"";"Rejected at Application";"Not Eligible";59500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02051";"J006";"University/Career Fair";"Customer Support";"Customer Success Associate";"Remote";"PhD";"2-4 years";"Maria Keller";"2025-09-24";"2025-09-29";"";"";"";"Rejected After Screening";"Not Eligible";50000.0;0.0;"5";"";"";"";5;0;0;0;0;1;0;0;0
"C02052";"J010";"Indeed";"Finance";"Finance Officer";"Stuttgart";"PhD";"2-4 years";"Anna Schmidt";"2025-09-13";"";"";"";"";"Rejected at Application";"Not Eligible";59000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02053";"J011";"Company Website";"Human Resources";"HR Analyst";"Frankfurt";"PhD";"2-4 years";"Daniel Weber";"2025-12-15";"";"";"";"";"Rejected at Application";"Position Filled";41000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02054";"J029";"LinkedIn";"Operations";"Supply Chain Specialist";"Remote";"Master";"2-4 years";"Daniel Weber";"2024-10-24";"";"";"";"";"Rejected at Application";"Position Filled";64500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02055";"J022";"Job Board";"Technology";"Data Analyst";"Stuttgart";"Master";"2-4 years";"Sophie Hoffmann";"2025-11-28";"";"";"";"";"Rejected at Application";"Not Eligible";51500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02056";"J011";"LinkedIn";"Human Resources";"HR Coordinator";"Stuttgart";"Bachelor";"5-7 years";"Thomas Fischer";"2025-06-20";"2025-06-28";"2025-07-01";"2025-07-09";"";"Offer Declined";"Salary Expectations";44000.0;0.0;"8";"11";"19";"";8;3;8;0;0;1;1;1;0
"C02057";"J023";"Job Board";"Marketing";"Marketing Coordinator";"Karlsruhe";"PhD";"2-4 years";"Thomas Fischer";"2024-06-04";"2024-06-10";"2024-06-15";"";"";"Rejected After Interview";"Position Filled";53000.0;0.0;"6";"11";"";"";6;5;0;0;0;1;1;0;0
"C02058";"J023";"University/Career Fair";"Technology";"BI Analyst";"Karlsruhe";"Bachelor";"2-4 years";"Sophie Hoffmann";"2025-12-24";"";"";"";"";"Rejected at Application";"Not Eligible";73500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02059";"J012";"Employee Referral";"Sales";"Sales Executive";"Munich";"Bachelor";"8-10 years";"Anna Schmidt";"2026-06-02";"";"";"";"";"Rejected at Application";"Insufficient Experience";66000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02060";"J013";"Recruitment Agency";"Human Resources";"Recruitment Specialist";"Munich";"Bachelor";"5-7 years";"Thomas Fischer";"2025-04-09";"2025-04-12";"2025-04-16";"";"";"Rejected After Interview";"Skills Mismatch";44000.0;0.0;"3";"7";"";"";3;4;0;0;0;1;1;0;0
"C02061";"J027";"Indeed";"Technology";"Data Analyst";"Frankfurt";"Master";"8-10 years";"Thomas Fischer";"2024-04-14";"";"";"";"";"Rejected at Application";"No Response";76500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02062";"J017";"Indeed";"Technology";"IT Support Specialist";"Stuttgart";"Bachelor";"8-10 years";"Daniel Weber";"2026-05-16";"2026-05-24";"2026-06-07";"2026-06-09";"2026-06-21";"Hired";"";66500.0;1282.0;"8";"22";"24";"36";8;14;2;12;36;1;1;1;1
"C02063";"J005";"Indeed";"Finance";"Accountant";"Berlin";"Master";"2-4 years";"Maria Keller";"2024-05-20";"";"";"";"";"Rejected at Application";"Insufficient Experience";65000.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
"C02064";"J022";"LinkedIn";"Technology";"IT Support Specialist";"Karlsruhe";"Master";"5-7 years";"Sophie Hoffmann";"2024-10-09";"";"";"";"";"Rejected at Application";"Position Filled";63500.0;0.0;"";"";"";"";0;0;0;0;0;0;0;0;0
